timestamp,open,high,low,close,volume
2026-03-08T14:28:41.095109+00:00,2316.59785,2317.22594,2315.5226,2315.83759,1105.07
2026-03-08T14:43:41.095109+00:00,2315.83759,2316.76931,2315.10726,2316.67387,1266.57
2026-03-08T14:58:41.095109+00:00,2316.67387,2316.86775,2315.5975,2316.21913,1051.74
2026-03-08T15:13:41.095109+00:00,2316.21913,2317.21619,2315.1386,2316.50854,1132.98
2026-03-08T15:28:41.095109+00:00,2316.50854,2317.27129,2315.0014,2315.66739,1580.57
2026-03-08T15:43:41.095109+00:00,2315.66739,2317.3239,2314.6284,2316.49899,867.15
2026-03-08T15:58:41.095109+00:00,2316.49899,2316.87469,2315.52016,2316.00322,814.53
2026-03-08T16:13:41.095109+00:00,2316.00322,2317.27708,2315.84446,2316.65485,915.64
2026-03-08T16:28:41.095109+00:00,2316.65485,2318.01036,2315.45584,2317.01702,2015.88
2026-03-08T16:43:41.095109+00:00,2317.01702,2317.82365,2316.9774,2317.46999,1274.96
2026-03-08T16:58:41.095109+00:00,2317.46999,2318.02461,2316.40197,2316.81834,1160.58
2026-03-08T17:13:41.095109+00:00,2316.81834,2318.61269,2316.26593,2317.85772,910.02
2026-03-08T17:28:41.095109+00:00,2317.85772,2318.38751,2315.84664,2316.43051,1695.02
2026-03-08T17:43:41.095109+00:00,2316.43051,2317.67171,2315.98029,2316.62775,868.22
2026-03-08T17:58:41.095109+00:00,2316.62775,2317.07392,2314.60061,2315.83915,970.01
2026-03-08T18:13:41.095109+00:00,2315.83915,2317.05776,2314.95968,2316.67379,1307.79
2026-03-08T18:28:41.095109+00:00,2316.67379,2317.35952,2316.20925,2316.61281,1324.9
2026-03-08T18:43:41.095109+00:00,2316.61281,2316.88385,2316.06671,2316.28333,1248.32
2026-03-08T18:58:41.095109+00:00,2316.28333,2318.54051,2315.71892,2317.78451,1280.03
2026-03-08T19:13:41.095109+00:00,2317.78451,2319.8167,2317.30779,2319.03991,1509.76
2026-03-08T19:28:41.095109+00:00,2319.03991,2320.74331,2318.38494,2319.50579,857.15
2026-03-08T19:43:41.095109+00:00,2319.50579,2320.78362,2317.23735,2318.35445,1149.73
2026-03-08T19:58:41.095109+00:00,2318.35445,2319.56596,2317.8217,2318.08958,949.48
2026-03-08T20:13:41.095109+00:00,2318.08958,2319.31046,2317.49112,2318.74858,1154.24
2026-03-08T20:28:41.095109+00:00,2318.74858,2320.32501,2318.1214,2319.13239,1380.3
2026-03-08T20:43:41.095109+00:00,2319.13239,2319.81534,2317.02021,2317.36724,858.73
2026-03-08T20:58:41.095109+00:00,2317.36724,2317.95029,2315.78213,2316.6569,828.61
2026-03-08T21:13:41.095109+00:00,2316.6569,2317.29501,2316.1552,2316.76447,1480.77
2026-03-08T21:28:41.095109+00:00,2316.76447,2318.49686,2316.21082,2317.32877,1005.14
2026-03-08T21:43:41.095109+00:00,2317.32877,2318.11365,2316.55433,2317.2073,896.37
2026-03-08T21:58:41.095109+00:00,2317.2073,2318.14862,2315.85206,2317.36874,1725.52
2026-03-08T22:13:41.095109+00:00,2317.36874,2317.96816,2316.51985,2316.68082,1034.6
2026-03-08T22:28:41.095109+00:00,2316.68082,2318.16692,2316.29955,2317.04487,1016.84
2026-03-08T22:43:41.095109+00:00,2317.04487,2317.68793,2314.91103,2315.19231,1051.76
2026-03-08T22:58:41.095109+00:00,2315.19231,2315.85931,2314.41045,2314.48313,789.23
2026-03-08T23:13:41.095109+00:00,2314.48313,2316.72886,2314.21217,2316.47945,1714.34
2026-03-08T23:28:41.095109+00:00,2316.47945,2319.46397,2315.98993,2319.17401,1295.64
2026-03-08T23:43:41.095109+00:00,2319.17401,2321.16444,2318.6476,2320.80984,1417.65
2026-03-08T23:58:41.095109+00:00,2320.80984,2321.84948,2320.24999,2321.28113,815.03
2026-03-09T00:13:41.095109+00:00,2321.28113,2321.8879,2320.47712,2321.14678,1044.51
2026-03-09T00:28:41.095109+00:00,2321.14678,2322.70561,2320.50015,2321.65116,1298.49
2026-03-09T00:43:41.095109+00:00,2321.65116,2322.47903,2321.26763,2321.779,1288.62
2026-03-09T00:58:41.095109+00:00,2321.779,2323.21161,2320.69944,2321.77144,1308.04
2026-03-09T01:13:41.095109+00:00,2321.77144,2322.0821,2320.20735,2321.16469,1273.57
2026-03-09T01:28:41.095109+00:00,2321.16469,2321.76621,2320.28646,2321.67682,1327.24
2026-03-09T01:43:41.095109+00:00,2321.67682,2322.21179,2320.07832,2320.75743,1214.69
2026-03-09T01:58:41.095109+00:00,2320.75743,2321.42121,2320.05007,2320.57448,1242.72
2026-03-09T02:13:41.095109+00:00,2320.57448,2322.17715,2320.04553,2321.97882,1249.42
2026-03-09T02:28:41.095109+00:00,2321.97882,2322.89505,2321.90584,2322.32522,1291.84
2026-03-09T02:43:41.095109+00:00,2322.32522,2324.12298,2321.46607,2323.95983,1108.01
2026-03-09T02:58:41.095109+00:00,2323.95983,2324.31612,2323.46017,2323.98464,1564.01
2026-03-09T03:13:41.095109+00:00,2323.98464,2325.89534,2323.03141,2324.58903,1322.94
2026-03-09T03:28:41.095109+00:00,2324.58903,2327.09222,2323.74063,2326.23857,1116.96
2026-03-09T03:43:41.095109+00:00,2326.23857,2326.83436,2325.34169,2326.37846,870.07
2026-03-09T03:58:41.095109+00:00,2326.37846,2327.79585,2325.42709,2327.16258,1410.24
2026-03-09T04:13:41.095109+00:00,2327.16258,2329.83693,2327.03419,2328.88116,1181.25
2026-03-09T04:28:41.095109+00:00,2328.88116,2329.39976,2326.85298,2327.90635,1378.51
2026-03-09T04:43:41.095109+00:00,2327.90635,2328.25155,2326.74748,2327.35731,859.36
2026-03-09T04:58:41.095109+00:00,2327.35731,2328.16652,2325.88669,2326.83329,1370.45
2026-03-09T05:13:41.095109+00:00,2326.83329,2327.63982,2324.22952,2324.85113,1315.89
2026-03-09T05:28:41.095109+00:00,2324.85113,2326.40785,2324.42846,2326.38572,1365.45
2026-03-09T05:43:41.095109+00:00,2326.38572,2327.6023,2324.33177,2325.04228,1437.04
2026-03-09T05:58:41.095109+00:00,2325.04228,2326.0271,2323.68789,2324.60843,1265.21
2026-03-09T06:13:41.095109+00:00,2324.60843,2325.69401,2324.26743,2324.89939,1158.69
2026-03-09T06:28:41.095109+00:00,2324.89939,2325.73358,2323.94217,2324.84212,903.61
2026-03-09T06:43:41.095109+00:00,2324.84212,2326.06063,2324.43269,2324.80961,969.77
2026-03-09T06:58:41.095109+00:00,2324.80961,2326.06722,2324.20619,2325.07169,1572.11
2026-03-09T07:13:41.095109+00:00,2325.07169,2326.91744,2324.30545,2325.9228,1851.74
2026-03-09T07:28:41.095109+00:00,2325.9228,2325.92404,2324.73688,2325.81816,1071.84
2026-03-09T07:43:41.095109+00:00,2325.81816,2327.15359,2325.69884,2325.99525,849.54
2026-03-09T07:58:41.095109+00:00,2325.99525,2326.4173,2323.90221,2324.6341,1346.77
2026-03-09T08:13:41.095109+00:00,2324.6341,2325.16828,2324.54107,2324.96275,1215.22
2026-03-09T08:28:41.095109+00:00,2324.96275,2325.82353,2323.80756,2324.61815,1238.71
2026-03-09T08:43:41.095109+00:00,2324.61815,2326.04249,2323.85913,2325.26227,1002.69
2026-03-09T08:58:41.095109+00:00,2325.26227,2326.03114,2324.21446,2325.06062,1089.75
2026-03-09T09:13:41.095109+00:00,2325.06062,2326.09663,2324.49588,2325.48967,1432.27
2026-03-09T09:28:41.095109+00:00,2325.48967,2325.7359,2323.50057,2323.65591,546.59
2026-03-09T09:43:41.095109+00:00,2323.65591,2324.61822,2322.49094,2323.00548,1255.38
2026-03-09T09:58:41.095109+00:00,2323.00548,2325.11046,2322.42622,2323.94577,1579.0
2026-03-09T10:13:41.095109+00:00,2323.94577,2324.3956,2323.52409,2323.98869,785.45
2026-03-09T10:28:41.095109+00:00,2323.98869,2324.56338,2322.30829,2323.14937,1681.82
2026-03-09T10:43:41.095109+00:00,2323.14937,2323.98686,2321.57757,2321.8654,1332.92
2026-03-09T10:58:41.095109+00:00,2321.8654,2321.92459,2320.82894,2321.70742,1030.6
2026-03-09T11:13:41.095109+00:00,2321.70742,2322.03301,2320.7832,2321.18691,1319.81
2026-03-09T11:28:41.095109+00:00,2321.18691,2322.00195,2320.26802,2320.97659,1569.79
2026-03-09T11:43:41.095109+00:00,2320.97659,2321.15969,2319.70792,2320.62809,1107.18
2026-03-09T11:58:41.095109+00:00,2320.62809,2322.4254,2320.06743,2321.59122,1297.66
2026-03-09T12:13:41.095109+00:00,2321.59122,2324.73407,2320.97041,2323.30713,1244.85
2026-03-09T12:28:41.095109+00:00,2323.30713,2324.63977,2322.60721,2324.23575,1192.76
2026-03-09T12:43:41.095109+00:00,2324.23575,2324.88659,2324.11262,2324.47826,619.56
2026-03-09T12:58:41.095109+00:00,2324.47826,2325.01773,2322.92058,2323.43262,1742.42
2026-03-09T13:13:41.095109+00:00,2323.43262,2324.75128,2322.72831,2324.38801,1086.02
2026-03-09T13:28:41.095109+00:00,2324.38801,2325.15288,2323.30633,2324.09209,1105.01
2026-03-09T13:43:41.095109+00:00,2324.09209,2325.30987,2323.49018,2325.00955,1927.35
2026-03-09T13:58:41.095109+00:00,2325.00955,2326.37195,2324.3821,2325.17032,1362.62
2026-03-09T14:13:41.095109+00:00,2325.17032,2325.81068,2324.71306,2325.07922,1320.48
2026-03-09T14:28:41.095109+00:00,2325.07922,2326.01217,2323.34725,2324.27284,1302.63
2026-03-09T14:43:41.095109+00:00,2324.27284,2325.13172,2323.46781,2323.97521,1461.95
2026-03-09T14:58:41.095109+00:00,2323.97521,2324.55775,2322.28419,2322.28695,781.38
2026-03-09T15:13:41.095109+00:00,2322.28695,2324.48774,2321.90279,2323.47442,779.3
2026-03-09T15:28:41.095109+00:00,2323.47442,2323.9842,2319.44022,2320.76635,1321.77
2026-03-09T15:43:41.095109+00:00,2320.76635,2321.62912,2320.09102,2320.22273,1116.75
2026-03-09T15:58:41.095109+00:00,2320.22273,2320.94213,2319.38549,2320.27226,1296.5
2026-03-09T16:13:41.095109+00:00,2320.27226,2321.29282,2319.40292,2320.83375,1656.1
2026-03-09T16:28:41.095109+00:00,2320.83375,2321.22306,2318.91988,2319.92062,1146.42
2026-03-09T16:43:41.095109+00:00,2319.92062,2321.68917,2318.88411,2321.14406,1236.82
2026-03-09T16:58:41.095109+00:00,2321.14406,2322.58412,2320.65259,2321.33646,936.49
2026-03-09T17:13:41.095109+00:00,2321.33646,2322.19478,2320.76248,2320.89276,1378.49
2026-03-09T17:28:41.095109+00:00,2320.89276,2321.99449,2320.24958,2320.36786,979.76
2026-03-09T17:43:41.095109+00:00,2320.36786,2320.77868,2318.13574,2318.81004,1149.82
2026-03-09T17:58:41.095109+00:00,2318.81004,2319.45433,2317.88099,2318.542,917.61
2026-03-09T18:13:41.095109+00:00,2318.542,2320.0701,2317.82649,2319.13817,1355.83
2026-03-09T18:28:41.095109+00:00,2319.13817,2320.77722,2318.56429,2319.36494,1114.02
2026-03-09T18:43:41.095109+00:00,2319.36494,2319.70365,2318.42011,2318.64677,951.14
2026-03-09T18:58:41.095109+00:00,2318.64677,2319.46377,2317.92781,2318.54316,985.65
2026-03-09T19:13:41.095109+00:00,2318.54316,2320.27212,2317.99105,2319.31332,1017.18
2026-03-09T19:28:41.095109+00:00,2319.31332,2320.5327,2319.14776,2319.76691,1180.97
2026-03-09T19:43:41.095109+00:00,2319.76691,2320.34785,2319.10995,2319.96274,792.65
2026-03-09T19:58:41.095109+00:00,2319.96274,2322.26209,2319.43849,2321.12531,1301.77
2026-03-09T20:13:41.095109+00:00,2321.12531,2321.42058,2318.40451,2318.91638,899.8
2026-03-09T20:28:41.095109+00:00,2318.91638,2320.91839,2318.66936,2319.51933,965.51
2026-03-09T20:43:41.095109+00:00,2319.51933,2320.95513,2319.28605,2319.69124,1269.73
2026-03-09T20:58:41.095109+00:00,2319.69124,2321.41229,2319.47556,2321.29041,1081.39
2026-03-09T21:13:41.095109+00:00,2321.29041,2322.27482,2320.10938,2320.78188,703.01
2026-03-09T21:28:41.095109+00:00,2320.78188,2321.70361,2319.79954,2321.20575,1024.28
2026-03-09T21:43:41.095109+00:00,2321.20575,2322.09514,2319.76391,2320.59279,1325.47
2026-03-09T21:58:41.095109+00:00,2320.59279,2321.4811,2318.74605,2319.03575,1265.88
2026-03-09T22:13:41.095109+00:00,2319.03575,2319.89197,2317.35637,2317.71439,840.86
2026-03-09T22:28:41.095109+00:00,2317.71439,2319.19141,2317.29859,2318.40683,1606.33
2026-03-09T22:43:41.095109+00:00,2318.40683,2319.11807,2317.37957,2318.06024,1026.49
2026-03-09T22:58:41.095109+00:00,2318.06024,2319.04756,2317.58374,2318.53427,1581.54
2026-03-09T23:13:41.095109+00:00,2318.53427,2318.67874,2316.56446,2317.64774,1913.81
2026-03-09T23:28:41.095109+00:00,2317.64774,2317.66985,2316.82614,2317.333,1119.86
2026-03-09T23:43:41.095109+00:00,2317.333,2317.64331,2316.4382,2317.21207,1346.86
2026-03-09T23:58:41.095109+00:00,2317.21207,2318.15678,2314.7013,2315.9171,1248.15
2026-03-10T00:13:41.095109+00:00,2315.9171,2316.5674,2314.87893,2315.66351,715.41
2026-03-10T00:28:41.095109+00:00,2315.66351,2316.4248,2314.50916,2315.86146,1151.23
2026-03-10T00:43:41.095109+00:00,2315.86146,2317.72625,2315.08528,2317.41256,1289.43
2026-03-10T00:58:41.095109+00:00,2317.41256,2318.17465,2315.71666,2316.68042,1109.34
2026-03-10T01:13:41.095109+00:00,2316.68042,2317.37427,2314.87838,2315.20765,1104.14
2026-03-10T01:28:41.095109+00:00,2315.20765,2315.31067,2315.06892,2315.18422,1334.98
2026-03-10T01:43:41.095109+00:00,2315.18422,2315.38188,2313.92832,2314.76377,1276.26
2026-03-10T01:58:41.095109+00:00,2314.76377,2315.00288,2313.32054,2314.17129,1297.82
2026-03-10T02:13:41.095109+00:00,2314.17129,2317.21269,2313.45498,2316.36563,1153.26
2026-03-10T02:28:41.095109+00:00,2316.36563,2318.06951,2315.39011,2317.15073,1054.03
2026-03-10T02:43:41.095109+00:00,2317.15073,2317.68304,2315.97162,2316.80886,1619.54
2026-03-10T02:58:41.095109+00:00,2316.80886,2317.36019,2315.75168,2316.4459,1131.19
2026-03-10T03:13:41.095109+00:00,2316.4459,2317.44087,2316.09392,2317.35275,980.92
2026-03-10T03:28:41.095109+00:00,2317.35275,2317.71548,2314.98898,2315.31443,1143.69
2026-03-10T03:43:41.095109+00:00,2315.31443,2316.98033,2315.02368,2316.3661,1184.05
2026-03-10T03:58:41.095109+00:00,2316.3661,2317.71877,2316.03927,2317.36036,1356.39
2026-03-10T04:13:41.095109+00:00,2317.36036,2318.28698,2316.61507,2317.21097,1396.47
2026-03-10T04:28:41.095109+00:00,2317.21097,2317.90674,2315.79261,2316.3294,859.55
2026-03-10T04:43:41.095109+00:00,2316.3294,2317.26942,2314.47756,2314.97227,913.76
2026-03-10T04:58:41.095109+00:00,2314.97227,2316.06708,2314.85149,2314.93571,780.94
2026-03-10T05:13:41.095109+00:00,2314.93571,2316.14713,2313.47034,2314.15512,1414.85
2026-03-10T05:28:41.095109+00:00,2314.15512,2314.46328,2312.44463,2313.17897,1216.32
2026-03-10T05:43:41.095109+00:00,2313.17897,2314.35715,2312.49553,2313.72284,1244.27
2026-03-10T05:58:41.095109+00:00,2313.72284,2315.45528,2313.6088,2314.47283,570.76
2026-03-10T06:13:41.095109+00:00,2314.47283,2316.5401,2314.17901,2315.4244,679.25
2026-03-10T06:28:41.095109+00:00,2315.4244,2316.58932,2314.28512,2315.56353,1344.56
2026-03-10T06:43:41.095109+00:00,2315.56353,2315.95093,2314.67555,2315.27898,1116.21
2026-03-10T06:58:41.095109+00:00,2315.27898,2316.69605,2313.27987,2314.41542,1518.09
2026-03-10T07:13:41.095109+00:00,2314.41542,2315.41468,2312.84477,2313.63666,1323.91
2026-03-10T07:28:41.095109+00:00,2313.63666,2315.73374,2312.81465,2314.81136,1378.33
2026-03-10T07:43:41.095109+00:00,2314.81136,2315.2438,2314.18627,2315.16807,1044.27
2026-03-10T07:58:41.095109+00:00,2315.16807,2316.4567,2312.94751,2314.06621,1580.58
2026-03-10T08:13:41.095109+00:00,2314.06621,2315.51862,2313.46259,2314.3459,1256.78
2026-03-10T08:28:41.095109+00:00,2314.3459,2315.18485,2312.79366,2313.41178,835.26
2026-03-10T08:43:41.095109+00:00,2313.41178,2314.0878,2312.27251,2313.4157,1450.38
2026-03-10T08:58:41.095109+00:00,2313.4157,2314.26308,2312.80244,2313.476,1143.18
2026-03-10T09:13:41.095109+00:00,2313.476,2314.12313,2312.17565,2312.55182,849.91
2026-03-10T09:28:41.095109+00:00,2312.55182,2313.89886,2312.48783,2313.06192,1165.65
2026-03-10T09:43:41.095109+00:00,2313.06192,2315.07878,2312.15417,2314.00805,1210.9
2026-03-10T09:58:41.095109+00:00,2314.00805,2314.32875,2312.59413,2313.29751,1306.2
2026-03-10T10:13:41.095109+00:00,2313.29751,2315.5911,2312.73718,2314.50611,851.62
2026-03-10T10:28:41.095109+00:00,2314.50611,2315.28214,2313.72953,2314.26891,1038.19
2026-03-10T10:43:41.095109+00:00,2314.26891,2315.07012,2313.85733,2314.54651,1287.21
2026-03-10T10:58:41.095109+00:00,2314.54651,2315.33194,2313.55275,2314.23471,880.96
2026-03-10T11:13:41.095109+00:00,2314.23471,2315.43793,2313.60022,2313.8516,607.34
2026-03-10T11:28:41.095109+00:00,2313.8516,2314.56178,2311.61666,2312.22594,1167.07
2026-03-10T11:43:41.095109+00:00,2312.22594,2313.6042,2311.50716,2313.36871,1637.2
2026-03-10T11:58:41.095109+00:00,2313.36871,2313.93577,2312.02957,2312.4037,949.58
2026-03-10T12:13:41.095109+00:00,2312.4037,2313.60332,2311.00885,2312.16007,1105.94
2026-03-10T12:28:41.095109+00:00,2312.16007,2314.63707,2311.03396,2313.92462,1173.88
2026-03-10T12:43:41.095109+00:00,2313.92462,2314.92049,2312.37097,2314.09257,1438.36
2026-03-10T12:58:41.095109+00:00,2314.09257,2315.13172,2313.01459,2313.50604,1062.87
2026-03-10T13:13:41.095109+00:00,2313.50604,2315.08466,2312.82246,2314.37378,1203.92
2026-03-10T13:28:41.095109+00:00,2314.37378,2315.57544,2314.35487,2314.7267,1386.64
2026-03-10T13:43:41.095109+00:00,2314.7267,2314.9219,2313.31041,2313.89288,1223.51
2026-03-10T13:58:41.095109+00:00,2313.89288,2314.88375,2313.12138,2313.31873,1086.06
2026-03-10T14:13:41.095109+00:00,2313.31873,2314.00242,2312.15868,2312.84234,917.79
2026-03-10T14:28:41.095109+00:00,2312.84234,2314.26625,2312.80993,2313.5442,651.59
2026-03-10T14:43:41.095109+00:00,2313.5442,2314.20577,2312.97522,2313.58311,1192.16
